raw_token_id	raw_token	frequency	nfc_search_key	casefold_search_key	unicode_char_length	semantic_status	interpretive_status
R000236	aranan	1	aranan	aranan	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000237	Arap	6	Arap	arap	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000238	Arapça	2	Arapça	arapça	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000239	Arapça'yı	1	Arapça'yı	arapça'yı	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000240	Arapça-	1	Arapça-	arapça-	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000241	arar	1	arar	arar	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000242	arasında	4	arasında	arasında	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000243	araya	1	araya	araya	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000244	arazlar	1	arazlar	arazlar	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000245	Ardarda	1	Ardarda	ardarda	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000246	arez	1	arez	arez	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000247	aristokratik	1	aristokratik	aristokratik	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000248	aristoqratik	1	aristoqratik	aristoqratik	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000249	arka	1	arka	arka	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000250	Arkadan	1	Arkadan	arkadan	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000251	arkadaşlarıydı	1	arkadaşlarıydı	arkadaşlarıydı	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000252	arma­	1	arma­	arma­	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000253	armağan	1	armağan	armağan	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000254	arnadedir	1	arnadedir	arnadedir	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000255	arnane	1	arnane	arnane	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000256	artmasına,	1	artmasına,	artmasına,	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000257	arzu	1	arzu	arzu	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000258	arıyanlar,	1	arıyanlar,	arıyanlar,	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000259	arş	1	arş	arş	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000260	Asi-yfı	1	Asi-yfı	asi-yfı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000261	asimananı	1	asimananı	asimananı	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000262	asimane,	1	asimane,	asimane,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000263	askerler	1	askerler	askerler	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000264	askerlerdendi.	1	askerlerdendi.	askerlerdendi.	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000265	Asla	1	Asla	asla	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000266	aslında	1	aslında	aslında	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000267	asımanan	1	asımanan	asımanan	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000268	Ateş	1	Ateş	ateş	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000269	ateş	3	ateş	ateş	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000270	ateşe	2	ateşe	ateşe	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000271	ateşe.	1	ateşe.	ateşe.	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000272	Ateşgede	1	Ateşgede	ateşgede	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000273	ateşine.	1	ateşine.	ateşine.	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000274	ateşle	1	ateşle	ateşle	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000275	ateşperestlerin.	1	ateşperestlerin.	ateşperestlerin.	16	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000276	ateşten	1	ateşten	ateşten	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000277	Atsız	1	Atsız	atsız	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000278	atıl	1	atıl	atıl	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000279	atılmıştır.	1	atılmıştır.	atılmıştır.	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000280	aU	1	aU	au	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000281	av	2	av	av	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000282	ave	1	ave	ave	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000283	awaki	1	awaki	awaki	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000284	awayi	2	awayi	awayi	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000285	axır	1	axır	axır	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000286	axıre	1	axıre	axıre	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000287	Aya	3	Aya	aya	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000288	Aya,	1	Aya,	aya,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000289	ayakları,	1	ayakları,	ayakları,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000290	Ayat	1	Ayat	ayat	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000291	Ayağını	1	Ayağını	ayağını	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000292	ayağını	1	ayağını	ayağını	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000293	aydınlatan	1	aydınlatan	aydınlatan	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000294	aydınlık	1	aydınlık	aydınlık	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000295	Aydınlığa	1	Aydınlığa	aydınlığa	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000296	ayeta	2	ayeta	ayeta	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000297	ayete	6	ayete	ayete	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000298	ayetecta	1	ayetecta	ayetecta	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000299	ayeteki	1	ayeteki	ayeteki	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000300	ayetekiye,	1	ayetekiye,	ayetekiye,	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000301	ayeteve:	2	ayeteve:	ayeteve:	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000302	Ayetler	1	Ayetler	ayetler	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000303	Ayine	2	Ayine	ayine	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000304	Ayine,	1	Ayine,	ayine,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000305	ayna	3	ayna	ayna	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000306	Aynaları	1	Aynaları	aynaları	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000307	aynaları	1	aynaları	aynaları	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000308	aynen	1	aynen	aynen	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000309	aynı	1	aynı	aynı	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000310	Ayrıca	2	Ayrıca	ayrıca	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000311	Ayı	2	Ayı	ayı	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000312	ayırdeden	1	ayırdeden	ayırdeden	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000313	ayırdetme,	1	ayırdetme,	ayırdetme,	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000314	Ayı»	1	Ayı»	ayı»	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000315	az	1	az	az	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000316	azarnet	2	azarnet	azarnet	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000317	azeperwed	1	azeperwed	azeperwed	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000318	Azra'ya	1	Azra'ya	azra'ya	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000319	azınlık	1	azınlık	azınlık	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000320	açan	1	açan	açan	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000321	açık	2	açık	açık	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000322	açıkladığı	1	açıkladığı	açıkladığı	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000323	açıklamasını	1	açıklamasını	açıklamasını	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000324	açıkça	1	açıkça	açıkça	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000325	aşağıdaki	1	aşağıdaki	aşağıdaki	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000326	aşikara	1	aşikara	aşikara	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000327	aşina	2	aşina	aşina	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000328	aşi­	1	aşi­	aşi­	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000329	Aşk	1	Aşk	aşk	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000330	aşk	2	aşk	aşk	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000331	aşk,	1	aşk,	aşk,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000332	aşkı	1	aşkı	aşkı	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000333	Aşık	1	Aşık	aşık	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000334	Aşıkları	1	Aşıkları	aşıkları	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000335	aşıkın	1	aşıkın	aşıkın	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000336	Aşıq	1	Aşıq	aşıq	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000337	aşıqan	1	aşıqan	aşıqan	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000338	Aşıqe	1	Aşıqe	aşıqe	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000339	aşıqe	1	aşıqe	aşıqe	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000340	b	1	b	b	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000341	b(i,	1	b(i,	b(i,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000342	b\	1	b\	b\	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000343	babeserbil	1	babeserbil	babeserbil	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000344	babete	2	babete	babete	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000345	Bagiye	1	Bagiye	bagiye	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000346	bahane	1	bahane	bahane	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000347	bahseden	1	bahseden	bahseden	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000348	bahsederdi	1	bahsederdi	bahsederdi	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000349	bahtımız,	1	bahtımız,	bahtımız,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000350	bah­	1	bah­	bah­	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000351	bahçesine	1	bahçesine	bahçesine	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000352	baki	1	baki	baki	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000353	Baktı	1	Baktı	baktı	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000354	bal	1	bal	bal	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000355	bal?	1	bal?	bal?	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000356	Bala	1	Bala	bala	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000357	bar,	1	bar,	bar,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000358	Bari	3	Bari	bari	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000359	Bari!	1	Bari!	bari!	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000360	barigah	1	barigah	barigah	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000361	barigeha	1	barigeha	barigeha	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000362	barın	1	barın	barın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000363	basılmıştır.	1	basılmıştır.	basılmıştır.	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000364	basılmıştır:	1	basılmıştır:	basılmıştır:	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000365	basılır,	1	basılır,	basılır,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000366	basır	1	basır	basır	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000367	Batın	1	Batın	batın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000368	batınİ	1	batınİ	batıni̇	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000369	bawer	1	bawer	bawer	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000370	baweriya	1	baweriya	baweriya	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000371	baweriyoo	1	baweriyoo	baweriyoo	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000372	baxeberbfı	1	baxeberbfı	baxeberbfı	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000373	Bayezida	1	Bayezida	bayezida	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000374	bayraksız.	1	bayraksız.	bayraksız.	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000375	bayrağı	1	bayrağı	bayrağı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000376	bazı	3	bazı	bazı	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000377	bazıları,	1	bazıları,	bazıları,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000378	ba­	1	ba­	ba­	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000379	bağdaştır:	1	bağdaştır:	bağdaştır:	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000380	bağlanır	1	bağlanır	bağlanır	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000381	bağlarsm.	1	bağlarsm.	bağlarsm.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000382	bağlayan	1	bağlayan	bağlayan	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000383	bağlıdır.	1	bağlıdır.	bağlıdır.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000384	bağışlıyamaz	1	bağışlıyamaz	bağışlıyamaz	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000385	baş	2	baş	baş	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000386	başarılı	1	başarılı	başarılı	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000387	Başiye,	1	Başiye,	başiye,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000388	başka	4	başka	başka	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000389	başkasına	1	başkasına	başkasına	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000390	başkasının	1	başkasının	başkasının	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000391	başladığı	2	başladığı	başladığı	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000392	başlangıç,	1	başlangıç,	başlangıç,	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000393	Başmusahip	1	Başmusahip	başmusahip	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000394	Başımızın	1	Başımızın	başımızın	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000395	başına	1	başına	başına	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000396	başında	2	başında	başında	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000397	başın­	1	başın­	başın­	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000398	başıyükseğimiz,	1	başıyükseğimiz,	başıyükseğimiz,	15	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000399	başı­	1	başı­	başı­	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000400	Be	12	Be	be	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000401	be	17	be	be	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000402	be,	4	be,	be,	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000403	be.	1	be.	be.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000404	Be:	1	Be:	be:	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000405	be;	1	be;	be;	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000406	bed'emele	1	bed'emele	bed'emele	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000407	bed,	1	bed,	bed,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000408	bedayi'	1	bedayi'	bedayi'	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000409	bedbahtları	1	bedbahtları	bedbahtları	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000410	bedi'u	1	bedi'u	bedi'u	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000411	behane	1	behane	behane	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000412	Behse	1	Behse	behse	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000413	beje	1	beje	beje	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000414	Beje:	2	Beje:	beje:	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000415	beje:	1	beje:	beje:	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000416	bejeda	2	bejeda	bejeda	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000417	bejeye	4	bejeye	bejeye	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000418	bejeyi	1	bejeyi	bejeyi	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000419	bejeyiyen	1	bejeyiyen	bejeyiyen	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000420	bejım?	1	bejım?	bejım?	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000421	bejın	1	bejın	bejın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000422	Bekir'de	1	Bekir'de	bekir'de	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000423	Bekır'da.	1	Bekır'da.	bekır'da.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000424	bela	3	bela	bela	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000425	belaniye	1	belaniye	belaniye	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000426	belavbuyiye	1	belavbuyiye	belavbuyiye	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000427	belavkırına	2	belavkırına	belavkırına	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000428	belge	1	belge	belge	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000429	belgelere	1	belgelere	belgelere	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000430	Belki	1	Belki	belki	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000431	belli	1	belli	belli	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000432	Belısa	1	Belısa	belısa	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000433	Ben	1	Ben	ben	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000434	ben	1	ben	ben	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000435	Benim	1	Benim	benim	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000436	benle	2	benle	benle	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000437	benzer	1	benzer	benzer	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000438	benzerlerinin	1	benzerlerinin	benzerlerinin	13	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000439	benzersiz	1	benzersiz	benzersiz	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000440	benzetmiş.	1	benzetmiş.	benzetmiş.	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000441	ber	8	ber	ber	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000442	bera	1	bera	bera	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000443	beraber	2	beraber	beraber	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000444	berazan	1	berazan	berazan	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000445	bere	1	bere	bere	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000446	beri	5	beri	beri	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000447	berler	1	berler	berler	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000448	berna	1	berna	berna	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000449	berqe'	1	berqe'	berqe'	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000450	berzexe	1	berzexe	berzexe	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000451	bese,	1	bese,	bese,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000452	beser;	1	beser;	beser;	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000453	bete	2	bete	bete	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000454	Bexte	1	Bexte	bexte	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000455	bextewerra	1	bextewerra	bextewerra	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000456	bexte­	1	bexte­	bexte­	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000457	bexşi?	1	bexşi?	bexşi?	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000458	bexşin	1	bexşin	bexşin	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000459	bexşin.	1	bexşin.	bexşin.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000460	beyt	1	beyt	beyt	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000461	beyte	1	beyte	beyte	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000462	beyyinatın!	1	beyyinatın!	beyyinatın!	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000463	beziye.	1	beziye.	beziye.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000464	bezle	1	bezle	bezle	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000465	beşyüz	1	beşyüz	beşyüz	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000466	Bfı	1	Bfı	bfı	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000467	bfı	1	bfı	bfı	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
